Name,Fault_Loc,Total_Lines,Type,Line,Verify,Fault_Loc_Percentage,Total_Lines_Num,Category,Repaired,Attempt,Repair_Line,Repair_Fix,Repair_Original,Repair_Same
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_BoatsToSavePeople_12,"['69', ' 70', ' 71', ' 72', ' 73', ' 74', ' 75', ' 76', ' 85', ' 86', ' 88', ' 90', ' 93', ' 94', ' 97', ' 98', ' 99', ' 100', ' 102', ' 113', ' 104', ' 106', ' 107', ' 109', ' 110']","[69, 70, 71, 72, 73, 74, 75, 76, 85, 86, 88, 90, 93, 94, 96, 97, 98, 99, 100, 102, 103, 104, 106, 107, 109, 110, 113]",nat,93.0,True,92.5925925925926,27,Others,True,0,93,visitedUpper := visitedUpper + multiset{people[upper]};,visitedUpper := visitedUpper + multiset{people[upper]};,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny1_BDD_0,"['54', ' 55', ' 57', ' 63', ' 64', ' 67']","[54, 55, 57, 63, 64, 67]",bool,64.0,True,100.0,6,100%,True,2,64,i := i - 1;,i := i - 1;,True
Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Insertion_Sort_Normal_1,"['24', ' 30', ' 31']","[22, 23, 24, 30, 30, 31]",int,31.0,True,50.0,6,Others,True,0,31,j := j + 1;,j := j + 1;,True
Software-Verification_tmp_tmpv4ueky2d_Non-overlapping Intervals_non_overlapping_intervals_19,"['46', ' 51']","[45, 46, 51, 52, 58, 60, 62, 64]",void,62.0,False,25.0,8,Others,False,,,,j := j + 1;,False
dafny_examples_tmp_tmp8qotd4ez_leetcode_0070-climbing-stairs_7,"['11', ' 16', ' 17', ' 19']","[9, 10, 11, 16, 17, 19]",nat,17.0,True,66.66666666666666,6,Others,True,0,17,i := i + 1;,i := i + 1;,True
dafleet_tmp_tmpa2e4kb9v_0001-0050_0001-two-sum_3,"['31', ' 34', ' 41', ' 42', ' 43', ' 44', ' 45', ' 47']","[31, 34, 41, 42, 43, 44, 45, 46, 47]","(int, int)",42.0,True,88.88888888888889,9,Others,True,0,42,var rest := target - element; //buggy line,var rest := target - element;,True
circular-queue-implemetation_tmp_tmpnulfdc9l_Queue_5,"['107', ' 109', ' 110', ' 111', ' 112', ' 113', ' 98']","[107, 108, 109, 110, 111, 112, 113, 98]",void,113.0,True,87.5,8,Others,True,2,113,rear := rear + 1; //buggy line,rear := rear + 1;,True
Dafny_tmp_tmp0wu8wmfr_tests_Search1000_32,['33'],"[14, 15, 15, 19, 19, 23, 23, 24, 24, 25, 25, 26, 26, 27, 27, 28, 28, 29, 29, 33, 33]",int,33.0,True,4.761904761904762,21,Others,True,0,33,if a[k] < x     { k := k + 1;   } //buggy line,if a[k] < x     { k := k+1;   },True
Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseBubbleSort_8,"['15', ' 16', ' 24', ' 27', ' 39', ' 40', ' 43', ' 47']","[15, 16, 24, 27, 39, 40, 43, 47]",void,47.0,True,100.0,8,100%,True,0,47,i := i + 1;,i:=i+1;,True
dafny-language-server_tmp_tmpkir0kenl_Test_VSI-Benchmarks_b2_0,"['11', ' 12', ' 14', ' 19', ' 20', ' 22', ' 23', ' 24', ' 25', ' 27', ' 31']","[11, 12, 14, 19, 20, 22, 23, 24, 24, 25, 26, 27, 28, 31]",int,19.0,True,78.57142857142857,14,Others,True,2,19,var mid := low + (high - low) / 2;,var mid := low + (high - low) / 2;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_variant examples_KatzManna_36,"['61', ' 64', ' 65', ' 68', ' 69', ' 73', ' 74', ' 76', ' 78', ' 79']","[59, 60, 61, 64, 65, 68, 69, 73, 74, 76, 78, 79, 81]",int,74.0,True,76.92307692307693,13,Others,True,0,74,c := c - 1;,c := c - 1;,True
pucrs-metodos-formais-t1_tmp_tmp7gvq3cw4_fila_0,"['75', ' 76', ' 77']","[64, 65, 66, 72, 75, 76, 77, 60]",void,76.0,True,37.5,8,Others,True,0,76,cauda := cauda + 1; //buggy line,cauda := cauda + 1;,True
Dafny_tmp_tmpmvs2dmry_examples2_12,"['21', ' 22', ' 24', ' 29', ' 30', ' 35', ' 36', ' 38']","[21, 22, 24, 29, 30, 35, 36, 38]",nat,36.0,True,100.0,8,100%,True,0,36,n1 := n1 - 1;,n1 := n1-1;,True
vfag_tmp_tmpc29dxm1j_sumar_componentes_0,"['14', ' 15', ' 19', ' 31', ' 35']","[8, 14, 15, 19, 31, 35]",int,31.0,True,83.33333333333334,6,Others,True,0,31,suma := suma + V[n - 1];,suma := suma + V[n - 1] ;,True
Clover_canyon_search_5,"['8', ' 9', ' 10', ' 16', ' 17', ' 19', ' 20', ' 21', ' 22']","[8, 9, 10, 16, 17, 18, 19, 20, 21, 22]",nat,22.0,True,90.0,10,Others,True,0,22,n := n + 1;,n:=n+1;,True
Dafny-Exercises_tmp_tmpjm75muf__Session2Exercises_ExerciseSquare_root_5,"['21', ' 22', ' 27']","[21, 22, 27]",int,27.0,True,100.0,3,100%,True,0,27,r := r - 1;,r:=r-1;,True
formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs4_gr2_31,"['95', ' 96', ' 97', ' 98', ' 102', ' 103']","[95, 96, 97, 98, 102, 103]",void,102.0,True,100.0,6,100%,False,,,,x := x+1;,False
Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_06_Hoangkim_ex06-solution_4,"['14', ' 15', ' 16', ' 20']","[14, 15, 16, 20, 20, 20, 20, 22]",int,20.0,True,50.0,8,Others,False,,,,{ if x > y { x := x-y; } else { y := y-x; },False
SENG2011_tmp_tmpgk5jq85q_ass1_ex8_4,['16'],"[7, 8, 12, 14, 16]",void,16.0,True,20.0,5,Others,True,0,16,i := i + 1;,i := i + 1;,True
cmsc433_tmp_tmpe3ob3a0o_dafny_project1_p1-assignment-2_15,"['68', ' 72', ' 73']","[66, 67, 68, 72, 73]",array(int),72.0,True,60.0,5,Others,True,1,72,c[i] := a[i] + b[i];,c[i] := a[i] + b[i];,True
veri-sparse_tmp_tmp15fywna6_dafny_dspmspv_20,"['82', ' 83', ' 85', ' 88', ' 91', ' 94', ' 100', ' 101', ' 102', ' 104', ' 113', ' 114', ' 115', ' 116', ' 117', ' 118', ' 119', ' 120', ' 121', ' 122', ' 123', ' 126']","[82, 83, 85, 86, 87, 88, 89, 90, 91, 94, 100, 101, 102, 104, 113, 114, 115, 116, 117, 118, 119, 120, 120, 121, 122, 122, 123, 126]",array(int),126.0,True,78.57142857142857,28,Others,True,0,126,n := n + 1;,n := n + 1;,True
Metodos_Formais_tmp_tmpql2hwcsh_Arrays_somatorioArray_3,"['32', ' 35']","[31, 32, 35]",nat,35.0,True,66.66666666666666,3,Others,True,0,35,s := s + a[i];,s := s + a[i];,True
Dafny-Practice_tmp_tmphnmt4ovh_Pattern Matching_8,"['7', ' 9', ' 13', ' 6', ' 17', ' 19', ' 24', ' 25', ' 30', ' 33', ' 34', ' 37', ' 38', ' 40', ' 49', ' 62', ' 63', ' 64', ' 69', ' 74', ' 75', ' 78']","[6, 7, 9, 13, 17, 19, 24, 25, 27, 30, 33, 34, 37, 38, 40, 45, 46, 49, 60, 62, 63, 64, 69, 74, 75, 78, 86, 89, 94, 96, 103]",set(nat),27.0,False,70.96774193548387,31,Others,False,,,,offsets := offsets + {|text|};,False
Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Exercise6_Binary_Search_5,"['9', ' 10', ' 11', ' 13', ' 40']","[9, 10, 11, 13, 15, 22, 24, 26, 28, 28, 30, 33, 35, 36, 40]",int,26.0,False,33.33333333333333,15,Others,False,,,,left := med + 1;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_Classics_11,"['17', ' 21', ' 22', ' 23', ' 27', ' 28', ' 30']","[15, 16, 17, 21, 22, 23, 27, 28, 30]",nat,30.0,True,77.77777777777779,9,Others,True,0,30,r := r + 1; //buggy line,r := r + 1;,True
dafny-exercises_tmp_tmp5mvrowrx_leetcode_26-remove-duplicates-from-sorted-array_1,"['11', ' 12', ' 14', ' 15', ' 16', ' 17', ' 29', ' 30', ' 31', ' 37', ' 39']","[11, 12, 14, 15, 16, 17, 29, 30, 31, 37, 39]",int,30.0,True,100.0,11,100%,False,,,,last := last + 1;,False
vfag_tmp_tmpc29dxm1j_mergesort_16,"['57', ' 58', ' 60', ' 69', ' 70', ' 78', ' 79', ' 81', ' 90', ' 91', ' 98', ' 99', ' 100', ' 102', ' 113', ' 119', ' 121', ' 122', ' 151', ' 126', ' 128', ' 129', ' 135', ' 137', ' 138', ' 142', ' 144', ' 145']","[54, 55, 57, 58, 60, 69, 70, 75, 76, 78, 79, 81, 90, 91, 96, 98, 99, 100, 104, 113, 115, 119, 119, 121, 122, 126, 126, 128, 129, 133, 135, 137, 138, 142, 142, 144, 145, 151]",void,129.0,True,73.68421052631578,38,Others,True,0,128,j := j + 1;,j := j + 1 ;,True
Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Insertion_Sort_Normal_4,"['40', ' 41', ' 47', ' 49']","[40, 41, 46, 47, 49]",void,49.0,True,80.0,5,Others,True,0,49,c := c + 1;,c := c + 1;,True
Dafny-Exercises_tmp_tmpjm75muf__Session4Exercises_ExerciseFirstNegative_3,"['11', ' 17', ' 18']","[9, 10, 11, 17, 18, 20, 20]",bool_int,18.0,True,42.85714285714285,7,Others,True,0,18,i := i + 1;,i:=i+1;,True
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_mod2_2,[''],"[11, 12, 13, 14, 22, 24, 26, 33]",nat,22.0,False,0.0,8,Others,False,,,,y := x*(k%4) + y;,False
Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Merge_Sort_8,"['11', ' 12', ' 13', ' 14', ' 15', ' 17', ' 22', ' 23', ' 26', ' 31', ' 32', ' 34', ' 36', ' 40', ' 42', ' 43', ' 44', ' 57', ' 45', ' 46', ' 47', ' 49', ' 50', ' 51', ' 53', ' 54']","[11, 12, 13, 14, 15, 17, 22, 23, 26, 31, 32, 34, 36, 40, 41, 42, 42, 43, 44, 45, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 57]",void,44.0,True,83.87096774193549,31,Others,True,0,44,z := z + 1;,z := z+1;,True
AssertivePrograming_tmp_tmpwf43uz0e_MergeSort_9,"['127', ' 129', ' 132', ' 137', ' 144', ' 149']","[127, 129, 132, 133, 137, 139, 144, 146, 149]",nat_nat,137.0,True,66.66666666666666,9,Others,True,0,137,j := j + 1;,j := j + 1;,True
Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube_3,"['8', ' 14', ' 15']","[4, 5, 6, 7, 8, 14, 15]",nat,14.0,True,42.85714285714285,7,Others,False,,,,"c, k, m := c + k, k + m, m + 6;",False
Clover_quotient_3,"['7', ' 11', ' 12']","[5, 6, 7, 11, 12]",int_int,11.0,True,60.0,5,Others,True,0,11,r := r - y;,r:=r-y;,True
Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_15_0,"['8', ' 12', ' 13']","[6, 7, 8, 12, 13]",int,12.0,True,60.0,5,Others,True,0,12,j := j + 1;,j := j + 1;,True
dafny-synthesis_task_id_399_7,"['6', ' 7', ' 8', ' 13', ' 14']","[6, 7, 8, 13, 14]",seq(bv32),14.0,True,100.0,5,100%,True,0,14,i := i + 1;,i := i + 1;,True
Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_06_Hoangkim_ex_06_hoangkim_6,"['17', ' 18', ' 19', ' 25', ' 27', ' 31']","[16, 17, 18, 19, 25, 27, 30, 31]",int,31.0,True,75.0,8,Others,True,0,31,x := x - d;,x := x - d;,True
Dafny_tmp_tmp0wu8wmfr_tests_Search1000_12,['33'],"[14, 15, 15, 19, 19, 23, 23, 24, 24, 25, 25, 26, 26, 27, 27, 28, 28, 29, 29, 33, 33]",int,25.0,False,4.761904761904762,21,Others,False,,,,if a[k+31] < x  { k := k+32;  },False
Dafny-Exercises_tmp_tmpjm75muf__Session2Exercises_ExercisePositive_9,"['42', ' 43', ' 49', ' 50']","[42, 42, 43, 49, 50]",bool,50.0,True,80.0,5,Others,False,,,,i:=i+1;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_ProgramProofs_ch15_9,"['79', ' 80', ' 81', ' 89', ' 90', ' 92', ' 93', ' 97', ' 98']","[79, 80, 81, 89, 90, 91, 92, 93, 97, 98]",int,80.0,True,90.0,10,Others,True,0,80,"var m, n := lo + 1, hi; //buggy line","var m, n := lo + 1, hi;",True
fv2020-tms_tmp_tmpnp85b47l_modeling_concurrency_safety_13,"['61', ' 62']","[61, 62]",void,61.0,True,100.0,2,100%,False,,,,"t, ticket := t[p := ticket], ticket + 1;  // Philosopher gets current ticket, next ticket's number increases",False
Dafny_Verify_tmp_tmphq7j0row_Generated_Code_15_4,"['8', ' 12', ' 13']","[6, 7, 8, 12, 13]",int,13.0,True,60.0,5,Others,True,0,13,k_out := k_out - 1;,k_out := k_out - 1;,True
assertive-programming-assignment-1_tmp_tmp3h_cj44u_SearchAddends_19,"['34', ' 35', ' 36', ' 38', ' 42', ' 46', ' 55', ' 52']","[34, 35, 36, 38, 42, 45, 46, 50, 52, 55]",nat_nat,55.0,True,80.0,10,Others,True,0,55,sum := q[i] + q[j];,sum := q[i] + q[j];,True
ProjectosCVS_tmp_tmp_02_gmcw_Handout 1_CVS_handout1_55754_55780_4,"['28', ' 29', ' 30', ' 32', ' 39', ' 41', ' 42', ' 44', ' 46', ' 47', ' 48']","[28, 29, 30, 32, 39, 41, 42, 44, 44, 46, 47, 48]",int,42.0,True,91.66666666666666,12,Others,True,0,42,bb := bb / 2;,bb := bb / 2;,True
dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals_12,"['48', ' 49', ' 51', ' 52', ' 57', ' 59', ' 60', ' 62', ' 65']","[48, 49, 51, 52, 57, 59, 60, 61, 62, 65]",int,51.0,True,90.0,10,Others,False,,,,"var i, j := 0, thresholds.Length - 1;",False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_validAnagram_3,"['5', ' 6', ' 11', ' 15']","[5, 6, 11, 15]",multiset(char),11.0,True,100.0,4,100%,True,0,11,mset := mset + multiset{s[i]}; //buggy line,mset := mset + multiset{s[i]};,True
formal-verification_tmp_tmpoepcssay_strings3_9,['131'],"[119, 120, 121, 125, 126, 127, 129, 131]",nat,129.0,False,12.5,8,Others,False,,,,len := len - 1;,False
HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Largest Sum_largest_sum_5,"['6', ' 7', ' 9', ' 10', ' 16', ' 18', ' 20', ' 22', ' 24', ' 15', ' 26']","[6, 7, 9, 10, 15, 16, 18, 20, 22, 24, 26]",int,24.0,True,100.0,11,100%,True,0,24,i := i + 1; //buggy line,i := i + 1;,True
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p6_9,"['19', ' 20', ' 21', ' 22']","[19, 20, 21, 22, 23, 28, 31, 35]",int,35.0,False,50.0,8,Others,False,,,,"x, y := y, k+1 + x*y;",False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_MajorityVote_21,"['138', ' 139', ' 140', ' 146', ' 147', ' 148', ' 149', ' 159', ' 160']","[138, 139, 140, 146, 147, 148, 148, 149, 150, 151, 154, 158, 159, 159, 160, 163]",Candidate,147.0,True,56.25,16,Others,True,0,147,"n, c := n + 1, c + 1;","n, c := n + 1, c + 1;",True
Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_07_Hoangkim_ex07_Hoangkim_5,"['43', ' 44', ' 51', ' 52']","[43, 44, 49, 51, 52]",void,52.0,True,80.0,5,Others,True,0,52,i := i + 1;,i := i + 1;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_ProgramProofs_ch15_7,"['14', ' 15', ' 22', ' 23', ' 27', ' 30', ' 32', ' 34']","[14, 15, 22, 23, 27, 28, 30, 32, 34]",void,34.0,True,88.88888888888889,9,Others,True,0,34,n := n + 1;,n := n + 1;,True
formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs4_gr2_48,"['218', ' 223', ' 224']","[216, 217, 218, 223, 224]",int_int,223.0,True,60.0,5,Others,True,0,223,r := r - b;,r := r - b;,True
Dafny-demo_tmp_tmpkgr_dvdi_Dafny_BinarySearch_4,"['17', ' 22', ' 23', ' 24', ' 26', ' 27', ' 30', ' 33']","[15, 16, 17, 22, 23, 24, 26, 26, 27, 29, 30, 33]",int,24.0,True,66.66666666666666,12,Others,True,0,24,low := mid + 1;,low := mid + 1;,True
Dafny-demo_tmp_tmpkgr_dvdi_Dafny_BinarySearch_3,"['17', ' 22', ' 23', ' 24', ' 26', ' 27', ' 30', ' 33']","[15, 16, 17, 22, 23, 24, 26, 26, 27, 29, 30, 33]",int,22.0,True,66.66666666666666,12,Others,True,0,22,var mid := (low + high) / 2; //buggy line,var mid := (low + high) / 2;,True
Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_06_Hoangkim_ex06-solution_7,"['14', ' 15', ' 16', ' 20']","[14, 15, 16, 20, 20, 20, 20, 22]",int,20.0,True,50.0,8,Others,False,,,,{ if x > y { x := x-y; } else { y := y-x; },False
formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs4_gr2_11,"['14', ' 15', ' 16', ' 17', ' 20', ' 21', ' 22']","[13, 14, 15, 16, 17, 20, 21, 22]",int,22.0,True,87.5,8,Others,True,0,22,i := i + 1;,i := i+1;,True
veri-sparse_tmp_tmp15fywna6_dafny_dspmspv_15,"['82', ' 83', ' 85', ' 88', ' 91', ' 94', ' 100', ' 101', ' 102', ' 104', ' 113', ' 114', ' 115', ' 116', ' 117', ' 118', ' 119', ' 120', ' 121', ' 122', ' 123', ' 126']","[82, 83, 85, 86, 87, 88, 89, 90, 91, 94, 100, 101, 102, 104, 113, 114, 115, 116, 117, 118, 119, 120, 120, 121, 122, 122, 123, 126]",array(int),121.0,True,78.57142857142857,28,Others,False,,,,kX := kX + 1;,False
dafny-exercises_tmp_tmp5mvrowrx_leetcode_26-remove-duplicates-from-sorted-array_9,"['11', ' 12', ' 14', ' 15', ' 16', ' 17', ' 29', ' 30', ' 31', ' 37', ' 39']","[11, 12, 14, 15, 16, 17, 29, 30, 31, 37, 39]",int,39.0,True,100.0,11,100%,False,,,,return last + 1;,False
Dafny_tmp_tmpmvs2dmry_SlowMax_8,"['12', ' 19', ' 20', ' 21']","[9, 10, 11, 12, 19, 20, 21, 24, 24, 25, 25]",nat,21.0,True,36.36363636363637,11,Others,True,0,21,y := y - 1;,y := y - 1;,True
metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_ex1_0,['25'],"[15, 16, 21, 23, 25, 27]",int,25.0,True,16.666666666666664,6,Others,True,0,25,r := r + 1; //buggy line,r := r + 1;,True
vfag_tmp_tmpc29dxm1j_mergesort_24,"['57', ' 58', ' 60', ' 69', ' 70', ' 78', ' 79', ' 81', ' 90', ' 91', ' 98', ' 99', ' 100', ' 102', ' 113', ' 119', ' 121', ' 122', ' 151', ' 126', ' 128', ' 129', ' 135', ' 137', ' 138', ' 142', ' 144', ' 145']","[54, 55, 57, 58, 60, 69, 70, 75, 76, 78, 79, 81, 90, 91, 96, 98, 99, 100, 104, 113, 115, 119, 119, 121, 122, 126, 126, 128, 129, 133, 135, 137, 138, 142, 142, 144, 145, 151]",void,145.0,True,73.68421052631578,38,Others,True,0,145,k := k + 1; //buggy line,k := k + 1 ;,True
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula5_48,"['399', ' 401', ' 402', ' 403', ' 404', ' 405', ' 410', ' 411', ' 413', ' 414', ' 418', ' 419', ' 421']","[399, 401, 402, 403, 404, 405, 410, 411, 413, 414, 418, 419, 421]",void,419.0,True,100.0,13,100%,True,0,419,elems := elems + {v};,elems := elems + {v};,True
MFES_2021_tmp_tmpuljn8zd9_TheoreticalClasses_Power_4,"['20', ' 21', ' 23', ' 27', ' 28']","[20, 21, 23, 27, 28]",real,28.0,True,100.0,5,100%,True,0,28,i := i + 1; //buggy line,i := i + 1;,True
MFES_2021_tmp_tmpuljn8zd9_PracticalClasses_TP3_2_Insertion_Sort_1,"['7', ' 8', ' 14', ' 15', ' 21', ' 22', ' 24']","[7, 8, 14, 15, 21, 22, 24]",void,22.0,True,100.0,7,100%,True,0,22,j := j - 1; //buggy line,j := j - 1;,True
MFDS_tmp_tmpvvr5y1t9_Assignments_Ass-1-2020-21-Sol-eGela_5,"['51', ' 52']","[51, 52, 55, 55, 56, 60, 61]",void,52.0,True,28.57142857142857,7,Others,True,0,52,ghost var k := x / 3;,var k := x/3;,True
ProjectosCVS_tmp_tmp_02_gmcw_Handout 1_CVS_handout1_55754_55780_22,"['62', ' 68', ' 69']","[60, 61, 62, 68, 69]",int_int,68.0,True,60.0,5,Others,True,0,68,r := r - b; //buggy line,r := r - b;,True
dafny-language-server_tmp_tmpkir0kenl_Test_tutorial_maximum_0,"['15', ' 20', ' 21', ' 23']","[13, 14, 15, 20, 21, 23]",int,23.0,True,66.66666666666666,6,Others,True,0,23,idx := idx + 1; //buggy line,idx := idx + 1;,True
Formal-Verification_tmp_tmpuyt21wjt_Dafny_strings3_4,"['60', ' 61', ' 64', ' 65', ' 70', ' 71', ' 73', ' 75', ' 77']","[60, 61, 64, 65, 70, 71, 73, 75, 77]",bool,64.0,True,100.0,9,100%,True,0,64,var i := |str| - |sub|;,var i := |str| - |sub|;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_MajorityVote_32,"['138', ' 139', ' 140', ' 146', ' 147', ' 148', ' 149', ' 159', ' 160']","[138, 139, 140, 146, 147, 148, 148, 149, 150, 151, 154, 158, 159, 159, 160, 163]",Candidate,151.0,False,56.25,16,Others,False,,,,n := n + 1;,False
formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs4_gr2_41,"['133', ' 142', ' 144', ' 146']","[129, 130, 131, 132, 133, 142, 144, 146]",int,144.0,True,50.0,8,Others,False,,,,k := k + 2 * i + 1;,False
Dafny-Exercises_tmp_tmpjm75muf__Session2Exercises_ExercisePositive_0,"['10', ' 16', ' 21']","[8, 10, 16, 21]",bool,16.0,True,75.0,4,Others,True,1,16,i := i + 1; //buggy line,i:=i+1;,True
dafny-exercises_tmp_tmp5mvrowrx_paper_krml190_0,"['52', ' 53', ' 54', ' 55', ' 56']","[52, 53, 54, 55, 56]",Node,55.0,True,100.0,5,100%,True,0,55,r.footprint := {r} + footprint;,r.footprint := {r} + footprint;,True
vfag_tmp_tmpc29dxm1j_mergesort_5,"['57', ' 58', ' 60', ' 69', ' 70', ' 78', ' 79', ' 81', ' 90', ' 91', ' 98', ' 99', ' 100', ' 102', ' 113', ' 119', ' 121', ' 122', ' 151', ' 126', ' 128', ' 129', ' 135', ' 137', ' 138', ' 142', ' 144', ' 145']","[54, 55, 57, 58, 60, 69, 70, 75, 76, 78, 79, 81, 90, 91, 96, 98, 99, 100, 104, 113, 115, 119, 119, 121, 122, 126, 126, 128, 129, 133, 135, 137, 138, 142, 142, 144, 145, 151]",void,70.0,True,73.68421052631578,38,Others,True,0,70,j := j + 1; //buggy line,j := j + 1 ;,True
dafny-duck_tmp_tmplawbgxjo_p3_0,"['14', ' 20', ' 21', ' 24']","[12, 13, 14, 20, 21, 24]",nat,24.0,True,66.66666666666666,6,Others,True,1,24,i := i + 1; //buggy line,i := i + 1;,True
Formal-Verification_tmp_tmpuyt21wjt_Dafny_strings3_0,"['24', ' 25', ' 27', ' 39']","[24, 25, 27, 28, 33, 35, 37, 39]",bool,37.0,False,50.0,8,Others,False,,,,i := i + 1;,False
Software-Verification_tmp_tmpv4ueky2d_Remove Duplicates from Sorted Array_remove_duplicates_from_sorted_array_5,"['8', ' 9', ' 11', ' 12', ' 20', ' 22', ' 23', ' 26']","[8, 9, 11, 12, 20, 22, 23, 26]",seq(int),26.0,True,100.0,8,100%,True,0,26,i := i + 1;,i := i + 1;,True
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula3_28,"['111', ' 112', ' 114', ' 119', ' 120']","[111, 112, 114, 119, 120]",nat,120.0,True,100.0,5,100%,True,0,120,i := i - 1;,i := i - 1;,True
veri-sparse_tmp_tmp15fywna6_dafny_spmv_0,"['25', ' 26', ' 27', ' 28', ' 33', ' 34', ' 40', ' 41', ' 43']","[25, 26, 27, 28, 33, 34, 40, 41, 43]",array(int),25.0,True,100.0,9,100%,True,0,25,var N: nat := X_pos.Length - 1;,var N: nat := X_pos.Length - 1;,True
dafleet_tmp_tmpa2e4kb9v_0001-0050_0003-longest-substring-without-repeating-characters_20,"['103', ' 104', ' 105', ' 108', ' 122', ' 123', ' 125', ' 126', ' 127', ' 128', ' 129']","[103, 104, 105, 108, 122, 123, 125, 126, 127, 128, 129]",int_interval,123.0,True,100.0,11,100%,False,,,,lo := char_to_index[s[hi]] + 1;,False
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula5_7,"['65', ' 66', ' 67', ' 68', ' 70']","[65, 66, 67, 68, 70]",void,70.0,True,100.0,5,100%,True,0,70,nelems := nelems + 1;,nelems := nelems + 1;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_variant examples_KatzManna_43,"['61', ' 64', ' 65', ' 68', ' 69', ' 73', ' 74', ' 78', ' 79']","[59, 60, 61, 64, 65, 68, 69, 73, 74, 76, 78, 79, 81]",int,76.0,False,69.23076923076923,13,Others,False,,,,b := b + 1;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_Classics_0,"['17', ' 21', ' 22', ' 23', ' 27', ' 28', ' 30']","[15, 16, 17, 21, 22, 23, 27, 28, 30]",nat,27.0,True,77.77777777777779,9,Others,True,0,27,u := u + v; //buggy line,u := u + v;,True
dafny-synthesis_task_id_555_11,"['7', ' 15']","[5, 6, 7, 12, 13, 15]",int,15.0,True,33.33333333333333,6,Others,True,0,15,diff := sumCubes - sumNumbers;,diff := sumCubes - sumNumbers;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_GenericMax_3,"['12', ' 13', ' 14', ' 18', ' 19', ' 21']","[12, 13, 14, 18, 19, 21]",A,21.0,True,100.0,6,100%,True,0,21,i := i + 1;,i := i + 1;,True
Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 2_BinarySearchDec_11,"['50', ' 52', ' 54', ' 55', ' 72']","[50, 52, 54, 55, 56, 62, 63, 65, 68, 69, 72]",int,69.0,False,45.45454545454545,11,Others,False,,,,p := m+1;,False
Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix_1,"['6', ' 7', ' 12', ' 13', ' 19', ' 21']","[6, 7, 12, 13, 19, 19, 21]",void,19.0,True,85.71428571428571,7,Others,True,0,19,"dst[m,n] := src[m,n]; n := n + 1; //buggy line","dst[m,n] := src[m,n]; n := n + 1;",True
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula5_20,"['185', ' 190', ' 191', ' 193']","[184, 185, 190, 190, 191, 193]",int,191.0,True,66.66666666666666,6,Others,True,0,191,i := i + 1;,i := i + 1;,True
dafny-programs_tmp_tmpcwodh6qh_src_expt_7,"['10', ' 11', ' 12', ' 16', ' 17']","[10, 11, 12, 16, 17]",int,17.0,True,100.0,5,100%,True,0,17,i := i + 1;,i := i + 1;,True
